,tpr,fpr,roc_auc
0,0.0,0.0,0.9218711467247851
1,0.0013404825737265416,0.0,0.9218711467247851
2,0.0018192263500574493,0.0,0.9218711467247851
3,0.002297970126388357,0.0,0.9218711467247851
4,0.0023937188816545384,0.0,0.9218711467247851
5,0.003063960168517809,0.0,0.9218711467247851
6,0.003925698965913443,0.0,0.9218711467247851
7,0.0041171964764458065,0.0,0.9218711467247851
8,0.006415166602834164,0.0,0.9218711467247851
9,0.006606664113366526,0.0,0.9218711467247851
10,0.006702412868632708,0.0,0.9218711467247851
11,0.0068939103791650705,0.0,0.9218711467247851
12,0.006989659134431252,0.0,0.9218711467247851
13,0.007276905400229797,0.0,0.9218711467247851
14,0.007372654155495978,0.0,0.9218711467247851
15,0.00804289544235925,0.0,0.9218711467247851
16,0.009191880505553428,0.0,0.9218711467247851
17,0.00938337801608579,0.0,0.9218711467247851
18,0.011585599387207966,0.0,0.9218711467247851
19,0.0124473381846036,0.0,0.9218711467247851
20,0.013309076981999233,0.0,0.9218711467247851
21,0.013500574492531597,0.0,0.9218711467247851
22,0.01359632324779778,0.0,0.9218711467247851
23,0.013883569513596324,0.0,0.9218711467247851
24,0.015224052087322864,0.0,0.9218711467247851
25,0.015415549597855228,0.0,0.9218711467247851
26,0.016660283416315588,0.0,0.9218711467247851
27,0.016947529682114132,0.0,0.9218711467247851
28,0.01733052470317886,0.0,0.9218711467247851
29,0.01752202221371122,0.0,0.9218711467247851
30,0.020298736116430488,0.0,0.9218711467247851
31,0.02049023362696285,0.0,0.9218711467247851
32,0.020777479892761394,0.0,0.9218711467247851
33,0.020968977403293756,0.0,0.9218711467247851
34,0.021351972424358483,0.0,0.9218711467247851
35,0.021543469934890848,0.0,0.9218711467247851
36,0.02173496744542321,0.0,0.9218711467247851
37,0.022022213711221754,0.0,0.9218711467247851
38,0.02297970126388357,0.0,0.9218711467247851
39,0.02317119877441593,0.0,0.9218711467247851
40,0.023937188816545385,0.0,0.9218711467247851
41,0.024320183837610112,0.0,0.9218711467247851
42,0.02441593259287629,0.0,0.9218711467247851
43,0.024990425124473383,0.0,0.9218711467247851
44,0.025181922635005745,0.0,0.9218711467247851
45,0.025373420145538107,0.0,0.9218711467247851
46,0.026043661432401378,0.0,0.9218711467247851
47,0.02719264649559556,0.0,0.9218711467247851
48,0.027479892761394103,0.0,0.9218711467247851
49,0.02786288778245883,0.0,0.9218711467247851
50,0.02786288778245883,8.09323405632891e-05,0.9218711467247851
51,0.02795863653772501,8.09323405632891e-05,0.9218711467247851
52,0.029011872845653007,8.09323405632891e-05,0.9218711467247851
53,0.02910762160091919,8.09323405632891e-05,0.9218711467247851
54,0.02929911911145155,8.09323405632891e-05,0.9218711467247851
55,0.030160857908847184,8.09323405632891e-05,0.9218711467247851
56,0.03044810417464573,8.09323405632891e-05,0.9218711467247851
57,0.03130984297204136,8.09323405632891e-05,0.9218711467247851
58,0.03150134048257373,8.09323405632891e-05,0.9218711467247851
59,0.033033320566832634,8.09323405632891e-05,0.9218711467247851
60,0.03322481807736499,8.09323405632891e-05,0.9218711467247851
61,0.033990808119494446,8.09323405632891e-05,0.9218711467247851
62,0.03418230563002681,8.09323405632891e-05,0.9218711467247851
63,0.0347567981616239,8.09323405632891e-05,0.9218711467247851
64,0.03561853695901953,8.09323405632891e-05,0.9218711467247851
65,0.0362887782458828,8.09323405632891e-05,0.9218711467247851
66,0.03667177326694753,8.09323405632891e-05,0.9218711467247851
67,0.03724626579854462,8.09323405632891e-05,0.9218711467247851
68,0.041459211030256606,8.09323405632891e-05,0.9218711467247851
69,0.041842206051321336,8.09323405632891e-05,0.9218711467247851
70,0.042033703561853694,8.09323405632891e-05,0.9218711467247851
71,0.04222520107238606,8.09323405632891e-05,0.9218711467247851
72,0.042416698582918425,8.09323405632891e-05,0.9218711467247851
73,0.0425124473381846,8.09323405632891e-05,0.9218711467247851
74,0.042703944848716965,8.09323405632891e-05,0.9218711467247851
75,0.04299119111451551,8.09323405632891e-05,0.9218711467247851
76,0.04318268862504787,8.09323405632891e-05,0.9218711467247851
77,0.04404442742244351,8.09323405632891e-05,0.9218711467247851
78,0.04423592493297587,8.09323405632891e-05,0.9218711467247851
79,0.04528916124090387,8.09323405632891e-05,0.9218711467247851
80,0.04548065875143623,8.09323405632891e-05,0.9218711467247851
81,0.04653389505936423,8.09323405632891e-05,0.9218711467247851
82,0.04672539256989659,8.09323405632891e-05,0.9218711467247851
83,0.04691689008042895,8.09323405632891e-05,0.9218711467247851
84,0.047108387590961316,8.09323405632891e-05,0.9218711467247851
85,0.0472041363462275,8.09323405632891e-05,0.9218711467247851
86,0.04749138261202605,8.09323405632891e-05,0.9218711467247851
87,0.047682880122558405,8.09323405632891e-05,0.9218711467247851
88,0.04787437763309077,8.09323405632891e-05,0.9218711467247851
89,0.048736116430486406,8.09323405632891e-05,0.9218711467247851
90,0.048927613941018765,8.09323405632891e-05,0.9218711467247851
91,0.049885101493680584,8.09323405632891e-05,0.9218711467247851
92,0.05007659900421294,8.09323405632891e-05,0.9218711467247851
93,0.0518958253542704,8.09323405632891e-05,0.9218711467247851
94,0.052087322864802756,8.09323405632891e-05,0.9218711467247851
95,0.0523745691306013,8.09323405632891e-05,0.9218711467247851
96,0.05256606664113367,8.09323405632891e-05,0.9218711467247851
97,0.0534278054385293,8.09323405632891e-05,0.9218711467247851
98,0.05361930294906166,8.09323405632891e-05,0.9218711467247851
99,0.055151283033320564,8.09323405632891e-05,0.9218711467247851
100,0.05563002680965148,8.09323405632891e-05,0.9218711467247851
101,0.05658751436231329,8.09323405632891e-05,0.9218711467247851
102,0.05687476062811184,8.09323405632891e-05,0.9218711467247851
103,0.059555725775564915,8.09323405632891e-05,0.9218711467247851
104,0.05974722328609728,8.09323405632891e-05,0.9218711467247851
105,0.06003446955189583,8.09323405632891e-05,0.9218711467247851
106,0.060225967062428186,8.09323405632891e-05,0.9218711467247851
107,0.06032171581769437,8.09323405632891e-05,0.9218711467247851
108,0.060608962083492916,8.09323405632891e-05,0.9218711467247851
109,0.06127920337035619,8.09323405632891e-05,0.9218711467247851
110,0.061470700880888546,8.09323405632891e-05,0.9218711467247851
111,0.06252393718881655,8.09323405632891e-05,0.9218711467247851
112,0.06271543469934891,8.09323405632891e-05,0.9218711467247851
113,0.06357717349674455,8.09323405632891e-05,0.9218711467247851
114,0.06415166602834163,8.09323405632891e-05,0.9218711467247851
115,0.064343163538874,8.09323405632891e-05,0.9218711467247851
116,0.06692837993106089,8.09323405632891e-05,0.9218711467247851
117,0.06711987744159326,8.09323405632891e-05,0.9218711467247851
